Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_STATE,Geo_COUNTY,Geo_TRACT_2009,total_population_2009,population_white_2009,Population_Black_2009,Population_Latino_2009,Population_American_Indian_2009,Population_Asian_2009,Population_Pacific_Islander_2009,Population_Other_2009,Population_Multiple_Races_2009,Households_2009,Households_Family_2009,Households_Married_2009,Households_Other_Family_2009,Households_Other_Family_Male Householder_2009,Households_Other_Family_Female Householder_2009,Households_Nonfamily_2009,Households_Nonfamily_Male_Householder_2009,Households_Nonfamily_Female_Householder_2009,Occupied_Housing_Units_2009,Occupied_Housing_Units_Family_2009,Occupied_Housing_Units_Married_2009,Occupied_Housing_Units_Other_Family_2009,Occupied_Housing_Units_Nonfamily_Households_2009,Occupied_Housing_Units_Householder Living_Alone_2009,Renter_Housing_Units_2009,Occupied_ Housing_With_Children_Under_18_2009,occupied_ housing_with_own_children_under_18_2009,renter_occupied_ housing_with_children_under_18_2009,renter_occupied_ housing_with_own_children_under_18_2009,Householder_Black_2009,Householder_American_Indian_2009,Householder_Asian_2009,Householder_Pacific_Islander_2009,Householder_Other_Race_2009,Householder_Multiple_Races_2009,Householder_Latino_2009,Householder_White_2009,Renter_Black_2009,Renter_American_Indian_2009,Renter_Asian_2009,Renter_Pacific_Islander_2009,Renter_Other_Race_2009,Renter_Multiple_Races_2009,Renter_White_2009,Renter_Latino_2009,Population_15_and_Over_2009,Population_Never_Married_2009,Population_Married_2009,Population_Separated_2009,Population_Widowed_2009,Population_Divorced_2009,Population_25_Years_and_Over_2009,Population_25_Years_and_Over_No_Diploma_2009,Population_25_Years_and_Over_Diploma_2009,Population_25_Years_and_Some_College_2009,Population_25_Years_and_Bachelors_2009,Population_25_Years_and_Over_Masters_2009,Population_25_Years_and_Professional_2009,Population_25_Years_and_Over_Doctorate_2009,Population_3_Years_and_Over_2009,Population_3_Years_and_Over_Enrolled_In_school_2009,Population_3_Years_and_Over_Not_enrolled_in_school_2009,Civilian_Population_16_to_19_2009,Civilian_Population_16_to_19_HS_Dropout_2009,Civilian_Population_16_to_19_Enrolled_or_Graduated_2009,Population_16_Years_and_Over_2009,Population_16_Years_and_Over_in_labor_force_2009,Population_16_Years_and_Over__armed_forces_2009,Population_16_Years_and_Over_in_labor_force_civilian_2009,Population_16_Years_and_Over_in_labor_force_civilian__employed_2009,Population_16_Years_and_Over_in_labor_force_civilian_unemployed_2009,Population_16_Years_and_Over_not_in_labor_force_2009,In Labor Force 16 Years and Over:,Median_Household_Income_2009,Median_Household_Income_black_2009,Median_Household_Income_american_indian_2009,Median_Household_Income_asian_2009,Median_Household_Income_pacific_islander_2009,Median_Household_Income_other_race_2009,Median_Household_Income_multiple_races_2009,Median_Household_Income_latino_2009,Median_Household_Income_white_2009,Gini_Index_2009,Occupied_Housing_Units_2009,Owner_Occupied_Housing_Units_2009,Renter_Occupied_Housing_Units_2009,Housing_Units_2009,Vacant_Housing_Units_2009,Vacant_Housing_Rent_2009,Vacant_Housing_for_Sale_2009,Vacant_Housing_Other_Vacant_2009,Renter_Occupied_Housing_2009,Renter_Occupied_Housing_1_1.5_Occupants_per_room_2009,Renter_Occupied_Housing_1.51_2_Occupants_per_room_2009,Renter_Occupied_Housing_2_or_more_Occupants_per_room_2009,Occupied_Housing_2009,Occupied_Housing_1_1.5_Occupants_per_room_2009,Occupied_Housing_1.51_2_Occupants_per_room_2009,Occupied_Housing_2_or_more_Occupants_per_room_2009,Median_Gross_Rent_as_Percentage_Household_Income_2009,Families_2009,Families_below_poverty_line_2009,Families_below_poverty_line_married_with_children_2009,Families_below_poverty_line_married_no_children_2009,Families_below_poverty_line_male_householder_2009,Families_below_poverty_line_male_householder_with_children_2009,Families_below_poverty_line_male_householder_no_children_2009,Families_below_poverty_line_female_householder_2009,Families_below_poverty_line_female_householder_with_children_2009,Families_below_poverty_line_female_householder_no_children_2009,Families_at_or_above_poverty_line_2009,Population_Poverty_Status_Is_Determined_2009,Population_Poverty_Status_Is_Determined_under.5_2009,Population_Poverty_Status_Is_Determined_.5_.74_2009,Population_Poverty_Status_Is_Determined_.74_.99_2009,Population_Poverty_Status_Is_Determined_1_1.49_2009,Population_Poverty_Status_Is_Determined_1.5_1.9_2009,Population_Poverty_Status_Is_Determined_2_above_2009,Housing_units_No_Vehicle_Available_2009,Renter_units_No_Vehicle_Available_2009
42101017000,14000US42101017000,"Census Tract 170, Philadelphia County, Pennsylvania","Census Tract 170, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13845,42,101,17000,2953,434,2368,152,0,42,0,31,78,1045,582,207,375,49,326,463,135,328,1045,582,207,375,463,324,677,318,196,275,181,826,0,21,0,31,6,63,129,513,0,21,0,31,0,80,63,2326,1227,472,124,191,312,1841,462,1379,688,180,43,9,0,2785,809,1976,162,79,83,2301,1276,0,1276,1055,221,1025,1276,28691,22921,,54079,,,,25741,60497,0.486000001,1045,368,677,1294,249,100,51,98,677,40,0,0,1045,40,0,0,26.20000076,582,263,0,49,15,0,15,199,189,10,319,2896,670,238,288,125,196,1379,445,389
42101017100,14000US42101017100,"Census Tract 171, Philadelphia County, Pennsylvania","Census Tract 171, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13846,42,101,17100,4718,208,4499,84,11,0,0,0,0,1672,951,234,717,262,455,721,240,481,1672,951,234,717,721,669,545,499,362,263,211,1566,11,0,0,0,0,38,95,501,0,0,0,0,0,44,38,3813,1997,631,178,469,538,3132,1009,2123,749,221,54,54,10,4471,1195,3276,371,106,265,3763,1503,0,1503,1057,446,2260,1503,24967,24967,,,,,,6652,21169,0.469000012,1672,1127,545,1825,153,0,0,153,545,0,0,0,1672,0,0,0,50,951,302,20,0,78,17,61,204,195,9,649,4718,965,450,343,666,720,1574,989,398
42101017200,14000US42101017200,"Census Tract 172, Philadelphia County, Pennsylvania","Census Tract 172, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13847,42,101,17200,6735,11,6644,45,0,0,0,63,17,2747,1324,464,860,138,722,1423,436,987,2747,1324,464,860,1423,1276,1203,745,582,502,418,2717,0,0,0,19,0,20,11,1184,0,0,0,19,0,0,20,5444,2713,1173,357,596,605,4465,1524,2941,838,187,25,0,0,6558,1726,4832,375,36,339,5282,2670,0,2670,2198,472,2612,2670,22437,22173,,,,,,,,0.426999986,2747,1544,1203,3407,660,90,69,501,1203,17,0,0,2747,52,0,0,50,1324,365,15,66,36,36,0,248,195,53,959,6717,1024,638,493,1520,570,2472,1477,732
42101017300,14000US42101017300,"Census Tract 173, Philadelphia County, Pennsylvania","Census Tract 173, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13848,42,101,17300,2721,81,2566,91,0,3,0,18,53,1116,645,240,405,122,283,471,84,387,1116,645,240,405,471,396,406,304,198,197,118,1063,0,3,0,18,9,50,0,376,0,3,0,18,9,0,18,2336,1182,573,137,269,175,1968,364,1604,747,210,23,23,0,2679,673,2006,176,0,176,2271,1276,0,1276,1026,250,995,1276,24950,25204,,,,,,51890,,0.500999987,1116,710,406,1414,298,104,0,194,406,0,8,0,1116,0,16,0,50,645,117,8,25,0,0,0,84,77,7,528,2712,303,182,163,268,598,1198,571,269
42101017400,14000US42101017400,"Census Tract 174, Philadelphia County, Pennsylvania","Census Tract 174, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13849,42,101,17400,2421,11,2256,135,0,0,0,0,154,702,472,107,365,91,274,230,77,153,702,472,107,365,230,184,267,243,220,118,110,642,0,0,0,0,49,43,11,246,0,0,0,0,10,11,10,1831,1168,210,91,251,111,1476,582,894,286,164,7,0,0,2285,618,1667,52,0,52,1780,811,15,796,662,134,969,811,23713,22613,,,,,27913,27653,,0.51700002,702,435,267,1033,331,69,0,262,267,10,0,0,702,10,0,0,50,472,178,63,0,48,26,22,67,35,32,294,2421,451,409,156,168,596,641,363,215
42101017500,14000US42101017500,"Census Tract 175, Philadelphia County, Pennsylvania","Census Tract 175, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13850,42,101,17500,7024,1763,3744,4681,0,0,0,1374,143,2283,1536,388,1148,142,1006,747,220,527,2283,1536,388,1148,747,612,1160,1101,983,608,527,1113,0,0,0,545,0,1495,25,497,0,0,0,375,0,0,770,5077,3217,954,260,361,285,3524,1548,1976,699,164,59,59,59,6507,2374,4133,707,127,580,4932,1502,0,1502,969,533,3430,1502,11690,13483,,,,11220,,10878,5620,0.444000006,2283,1123,1160,2629,346,43,22,281,1160,23,0,0,2283,23,0,0,50,1536,1113,181,35,83,15,68,814,688,126,423,6982,2867,1550,694,831,329,711,1701,956
42101017601,14000US42101017601,"Census Tract 176.01, Philadelphia County, Pennsylvania","Census Tract 176.01, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13851,42,101,17601,5281,1483,852,4543,15,0,0,2719,212,1787,1102,242,860,103,757,685,310,375,1787,1102,242,860,685,647,935,862,730,442,390,312,0,0,0,859,31,1528,109,109,0,0,0,506,11,50,833,3457,1935,649,350,231,292,2686,1606,1080,200,62,0,0,0,4789,1668,3121,418,0,418,3380,1202,0,1202,922,280,2178,1202,12722,21627,,,,10718,15615,12273,34222,0.47299999,1787,852,935,2073,286,59,24,203,935,60,23,0,1787,66,23,0,48.59999847,1102,602,42,35,38,38,0,487,441,46,500,5242,1556,1210,501,1080,291,604,1158,700
42101017602,14000US42101017602,"Census Tract 176.02, Philadelphia County, Pennsylvania","Census Tract 176.02, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13852,42,101,17602,4447,1109,1469,2579,0,36,0,1807,26,938,722,233,489,84,405,216,112,104,938,722,233,489,216,198,515,535,409,318,279,192,0,36,0,388,9,629,81,157,0,36,0,151,9,37,285,3344,1493,662,460,246,483,2549,1018,1531,795,313,12,12,0,4135,1181,2954,382,43,339,3253,1550,0,1550,1148,402,1703,1550,21987,28000,,,,20820,,19509,48954,0.395999998,938,423,515,1284,346,34,0,312,515,26,0,10,938,26,14,10,44.20000076,722,276,51,11,12,12,0,202,195,7,446,4439,775,1018,282,1097,706,561,452,333
42101017700,14000US42101017700,"Census Tract 177, Philadelphia County, Pennsylvania","Census Tract 177, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13853,42,101,17700,8851,2028,2054,5951,12,359,0,3769,629,2334,1681,557,1124,107,1017,653,298,355,2334,1681,557,1124,653,499,1464,1222,982,830,715,567,0,110,0,884,92,1390,325,421,0,39,0,603,92,67,946,5856,3163,1720,366,174,433,4403,1987,2416,660,311,131,49,12,8145,2871,5274,547,38,509,5658,2816,0,2816,2122,694,2842,2816,20253,21336,,31516,,13491,12122,18178,34929,0.474000007,2334,870,1464,3128,794,145,50,599,1464,134,0,13,2334,239,0,13,50,1681,817,154,7,27,27,0,629,596,33,864,8836,2288,1243,1261,1450,597,1997,1129,839
42101017800,14000US42101017800,"Census Tract 178, Philadelphia County, Pennsylvania","Census Tract 178, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13854,42,101,17800,6563,1774,1548,3349,79,337,0,2558,267,1904,1033,288,745,115,630,871,453,418,1904,1033,288,745,871,663,1021,732,634,417,398,362,43,67,0,610,12,919,550,185,12,17,0,340,0,300,544,4753,2819,927,351,274,382,3523,1584,1939,519,158,53,0,0,6230,1886,4344,495,71,424,4581,2278,37,2241,1839,402,2303,2278,23049,29510,23798,31204,,19139,,18402,26785,0.476000011,1904,883,1021,2491,587,74,42,471,1021,100,30,0,1904,190,30,0,42.20000076,1033,546,94,0,18,18,0,434,361,73,487,6471,1219,1650,905,567,985,1145,1083,809
42101017900,14000US42101017900,"Census Tract 179, Philadelphia County, Pennsylvania","Census Tract 179, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13855,42,101,17900,5811,2992,1901,1495,72,23,0,611,212,1887,1201,449,752,112,640,686,327,359,1887,1201,449,752,686,596,800,700,632,353,319,605,17,10,0,75,0,221,1079,480,17,0,0,19,0,234,114,4437,2381,1047,252,329,428,3508,1289,2219,706,196,53,40,17,5540,1606,3934,508,14,494,4420,2670,0,2670,2127,543,1750,2670,32718,18398,,,,120640,,43675,42546,0.463,1887,1087,800,2461,574,13,215,346,800,0,0,0,1887,22,42,0,47.70000076,1201,344,41,16,30,30,0,257,233,24,857,5720,701,468,493,905,645,2508,773,375
42101018000,14000US42101018000,"Census Tract 180, Philadelphia County, Pennsylvania","Census Tract 180, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13856,42,101,18000,9005,8764,70,201,0,40,0,55,76,3465,1999,1158,841,136,705,1466,658,808,3465,1999,1158,841,1466,1159,970,1149,966,282,282,0,0,40,0,11,0,32,3393,0,0,40,0,0,0,909,21,7287,2897,2576,263,860,691,6319,1493,4826,1645,743,169,35,18,8677,2092,6585,598,102,496,7134,4337,0,4337,3923,414,2797,4337,42866,,,22660,,,,75174,42205,0.40200001,3465,2495,970,3796,331,0,36,295,970,0,0,53,3465,17,0,53,30.89999962,1999,221,32,55,23,0,23,111,100,11,1778,8893,535,311,472,656,1884,5035,820,299
42101018100,14000US42101018100,"Census Tract 181, Philadelphia County, Pennsylvania","Census Tract 181, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13857,42,101,18100,153,153,0,0,0,0,0,0,0,112,21,21,0,0,0,91,21,70,112,21,21,0,91,91,103,21,21,21,21,0,0,0,0,0,0,0,112,0,0,0,0,0,0,103,0,140,33,37,0,19,51,123,30,93,19,10,10,0,0,153,18,135,0,0,0,128,82,0,82,41,41,46,82,29726,,,,,,,,29726,0.324999988,112,9,103,121,9,0,9,0,103,0,0,0,112,0,0,0,26.79999924,21,0,0,0,0,0,0,0,0,0,21,153,11,20,0,33,0,89,82,82
42101018200,14000US42101018200,"Census Tract 182, Philadelphia County, Pennsylvania","Census Tract 182, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13858,42,101,18200,507,319,86,97,5,0,0,0,97,111,65,24,41,23,18,46,24,22,111,65,24,41,46,24,55,52,52,9,9,9,5,0,0,0,13,13,84,9,0,0,0,0,0,46,0,360,234,53,17,19,37,332,171,161,91,71,10,10,0,468,115,353,10,0,10,360,216,0,216,206,10,144,216,17668,,,,,,,,13688,0.421000004,111,56,55,164,53,0,0,53,55,0,9,0,111,0,9,0,50,65,17,0,8,0,0,0,9,9,0,48,507,137,74,0,41,31,224,41,33
42101018300,14000US42101018300,"Census Tract 183, Philadelphia County, Pennsylvania","Census Tract 183, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13859,42,101,18300,4712,4425,263,51,7,0,0,17,0,1702,1056,656,400,115,285,646,247,399,1702,1056,656,400,646,521,273,588,529,154,136,39,7,0,0,0,0,0,1656,0,0,0,0,0,0,273,0,3784,1348,1459,149,403,425,3294,673,2621,1039,423,59,14,0,4545,1032,3513,191,6,185,3714,2381,8,2373,1934,439,1333,2381,45528,,,,,,,,46344,0.400000006,1702,1429,273,1728,26,0,13,13,273,0,0,0,1702,0,0,0,35.29999924,1056,109,48,19,0,0,0,42,42,0,947,4712,245,109,334,809,452,2763,426,103
42101018400,14000US42101018400,"Census Tract 184, Philadelphia County, Pennsylvania","Census Tract 184, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13860,42,101,18400,2115,2078,0,93,0,0,0,25,12,755,522,406,116,0,116,233,60,173,755,522,406,116,233,218,147,280,280,90,90,0,0,0,0,9,12,33,710,0,0,0,0,9,0,138,9,1590,569,821,27,60,113,1361,233,1128,596,258,46,5,0,1976,558,1418,117,0,117,1571,907,0,907,765,142,664,907,49097,,,,,,,53323,45290,0.404000014,755,608,147,921,166,0,35,131,147,0,0,0,755,19,0,0,50,522,64,0,0,0,0,0,64,54,10,458,2111,40,200,73,192,265,1341,100,31
42101018500,14000US42101018500,"Census Tract 185, Philadelphia County, Pennsylvania","Census Tract 185, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13861,42,101,18500,148,148,0,10,0,0,0,0,0,82,19,0,19,0,19,63,53,10,82,19,0,19,63,53,28,10,10,0,0,0,0,0,0,0,0,10,72,0,0,0,0,0,0,28,0,125,79,0,0,9,37,115,9,106,73,63,0,0,0,148,33,115,0,0,0,115,73,0,73,48,25,42,73,31860,,,,,,,,31311,0.245000005,82,54,28,82,0,0,0,0,28,0,0,0,82,0,0,0,,19,10,0,0,0,0,0,10,10,0,9,148,43,0,0,17,0,88,28,28
42101018600,14000US42101018600,"Census Tract 186, Philadelphia County, Pennsylvania","Census Tract 186, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13862,42,101,18600,4938,4704,0,225,0,42,0,173,19,2068,1256,788,468,100,368,812,329,483,2068,1256,788,468,812,692,480,517,497,261,261,0,0,13,0,41,9,64,1982,0,0,0,0,0,0,480,0,4112,1426,1702,109,519,356,3667,657,3010,1193,511,145,0,0,4861,1077,3784,298,46,252,4052,2428,36,2392,2188,204,1624,2428,40748,,,,,,,13696,41188,0.460999995,2068,1588,480,2235,167,56,44,67,480,0,0,0,2068,14,0,0,23.70000076,1256,241,42,25,0,0,0,174,109,65,1015,4902,329,402,382,273,598,2918,574,83
42101018700,14000US42101018700,"Census Tract 187, Philadelphia County, Pennsylvania","Census Tract 187, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13863,42,101,18700,1859,1281,347,271,0,125,0,106,0,667,400,159,241,49,192,267,135,132,667,400,159,241,267,255,208,288,261,122,111,57,0,28,0,35,0,98,484,57,0,0,0,0,0,123,28,1353,555,429,106,111,152,1203,382,821,314,105,0,0,0,1700,457,1243,49,0,49,1299,616,0,616,549,67,683,616,28631,6043,,83724,,86728,,38679,28372,0.483999997,667,459,208,722,55,0,31,24,208,25,0,0,667,41,0,0,50,400,122,11,7,21,21,0,83,83,0,278,1859,415,77,61,164,404,738,201,86
42101018800,14000US42101018800,"Census Tract 188, Philadelphia County, Pennsylvania","Census Tract 188, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13864,42,101,18800,8168,3675,2599,2372,0,0,0,1699,195,2526,1482,422,1060,229,831,1044,530,514,2526,1482,422,1060,1044,829,1069,1131,968,563,450,715,0,0,0,410,26,699,1140,451,0,0,0,94,16,411,224,5703,3426,1270,289,253,465,4590,1803,2787,978,254,50,0,0,7618,2420,5198,563,89,474,5583,2923,0,2923,2385,538,2660,2923,22094,22204,,,,16553,16653,20139,29845,0.512000024,2526,1457,1069,2903,377,0,107,270,1069,35,0,0,2526,94,39,0,42.09999847,1482,764,128,11,99,99,0,526,498,28,718,8055,1921,1223,924,468,1142,2377,1383,653
42101018900,14000US42101018900,"Census Tract 189, Philadelphia County, Pennsylvania","Census Tract 189, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13865,42,101,18900,1066,339,233,702,0,0,0,494,0,314,219,40,179,7,172,95,48,47,314,219,40,179,95,90,73,195,175,60,60,104,0,0,0,81,0,127,98,64,0,0,0,9,0,0,24,565,397,77,17,35,39,478,279,199,36,13,0,0,0,978,200,778,37,19,18,565,240,0,240,147,93,325,240,25213,8892,,,,21607,,33843,35199,0.407999992,314,241,73,357,43,0,0,43,73,0,0,0,314,9,0,0,50,219,125,0,0,0,0,0,125,125,0,94,1066,241,320,50,68,78,309,206,73
42101019000,14000US42101019000,"Census Tract 190, Philadelphia County, Pennsylvania","Census Tract 190, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13866,42,101,19000,8395,2420,2299,3967,0,303,0,3048,325,2334,1829,575,1254,310,944,505,209,296,2334,1829,575,1254,505,457,891,1319,1221,527,527,617,0,76,0,747,63,1011,613,378,0,11,0,167,12,184,306,5393,2724,1636,311,254,468,4594,1478,3116,884,209,0,0,0,7733,2410,5323,161,0,161,5244,3190,0,3190,2507,683,2054,3190,34675,36688,,38857,,35940,21566,34760,33299,0.393999994,2334,1443,891,2509,175,0,62,113,891,0,11,0,2334,109,11,0,37.59999847,1829,440,27,0,140,140,0,273,228,45,1389,8395,1070,809,583,1431,2055,2447,695,507
42101019100,14000US42101019100,"Census Tract 191, Philadelphia County, Pennsylvania","Census Tract 191, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13867,42,101,19100,7949,3199,1262,4043,15,846,0,2477,150,2590,1709,933,776,78,698,881,524,357,2590,1709,933,776,881,837,489,1009,968,181,181,320,15,285,0,677,0,1205,807,102,10,87,0,62,0,159,173,6038,2762,1991,116,521,648,4852,1737,3115,1383,565,143,46,27,7522,2042,5480,494,0,494,5834,3203,0,3203,2973,230,2631,3203,29213,38473,10744,31023,,22530,,24343,33489,0.444000006,2590,2101,489,2858,268,16,119,133,489,17,0,0,2590,169,0,0,33.70000076,1709,472,202,46,0,0,0,224,182,42,1237,7949,1093,840,585,1277,1001,3153,525,187
42101019200,14000US42101019200,"Census Tract 192, Philadelphia County, Pennsylvania","Census Tract 192, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13868,42,101,19200,9396,2690,2531,5907,0,173,0,3737,265,2427,1633,375,1258,127,1131,794,289,505,2427,1633,375,1258,794,620,1096,1299,1036,766,597,516,0,45,0,889,28,1427,387,360,0,12,0,453,0,50,650,5802,3733,1087,265,179,538,4646,2553,2093,707,53,0,0,0,8562,2767,5795,547,200,347,5613,2808,0,2808,2150,658,2805,2808,26409,32504,,38157,,19564,78217,19364,46640,0.492000014,2427,1331,1096,2715,288,34,52,202,1096,181,33,0,2427,319,33,0,50,1633,877,77,0,99,99,0,701,611,90,756,9334,2074,1938,811,1785,822,1904,1263,681
42101019300,14000US42101019300,"Census Tract 193, Philadelphia County, Pennsylvania","Census Tract 193, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13869,42,101,19300,8,0,8,0,0,0,0,0,0,8,0,0,0,0,0,8,8,0,8,0,0,0,8,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,8,0,8,8,8,0,0,0,8,0,8,0,0,0,8,8,0,8,8,0,0,8,,,,,,,,,,,8,8,0,31,23,0,0,23,0,0,0,0,8,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0
42101019400,14000US42101019400,"Census Tract 194, Philadelphia County, Pennsylvania","Census Tract 194, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13870,42,101,19400,264,105,67,144,0,0,0,92,0,96,88,18,70,10,60,8,8,0,96,88,18,70,8,8,37,42,42,9,9,36,0,0,0,33,0,42,18,28,0,0,0,0,0,0,9,181,108,36,0,17,20,141,37,104,42,0,0,0,0,253,52,201,40,0,40,181,114,0,114,73,41,67,114,24640,41135,,,,7785,,7225,22634,0.405000001,96,59,37,141,45,22,0,23,37,0,0,0,96,0,0,0,28.29999924,88,52,10,0,10,0,10,32,32,0,36,264,114,0,67,0,0,83,8,0
42101019500,14000US42101019500,"Census Tract 195, Philadelphia County, Pennsylvania","Census Tract 195, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13871,42,101,19500,8210,2207,737,7000,0,0,0,4834,432,2591,1764,665,1099,73,1026,827,425,402,2591,1764,665,1099,827,778,1381,1171,987,597,561,354,0,0,0,1536,11,2065,195,234,0,0,0,905,11,13,1146,6139,3387,1415,316,344,677,4839,2270,2569,1021,310,54,0,0,7737,2118,5619,663,79,584,6042,3101,0,3101,2322,779,2941,3101,21551,14120,,,,22424,,22775,22623,0.467999995,2591,1210,1381,3007,416,103,79,234,1381,89,0,0,2591,106,0,0,48.20000076,1764,624,115,50,0,0,0,459,402,57,1140,8210,971,1406,807,1292,974,2760,1232,757
42101019600,14000US42101019600,"Census Tract 196, Philadelphia County, Pennsylvania","Census Tract 196, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13872,42,101,19600,2856,146,400,2457,141,0,0,2009,160,736,546,136,410,57,353,190,111,79,736,546,136,410,190,165,330,433,284,212,202,113,23,0,0,507,10,612,26,64,0,0,0,223,10,6,268,1991,1370,381,11,73,156,1539,844,695,138,6,6,0,0,2666,872,1794,244,40,204,1967,1109,0,1109,651,458,858,1109,29375,30483,,,,28953,,28960,41544,0.382999986,736,406,330,908,172,39,0,133,330,37,0,0,736,49,0,0,39,546,251,4,12,48,27,21,187,187,0,295,2856,519,352,276,1080,159,470,342,163
42101019700,14000US42101019700,"Census Tract 197, Philadelphia County, Pennsylvania","Census Tract 197, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13873,42,101,19700,7697,1076,2489,4988,17,105,0,3617,393,2259,1685,502,1183,358,825,574,212,362,2259,1685,502,1183,574,439,982,1152,1101,593,580,740,0,18,0,1046,97,1426,94,404,0,0,0,385,79,30,585,5331,2917,1279,382,207,546,4069,1493,2576,963,187,40,26,12,7287,2235,5052,580,127,453,5249,2675,0,2675,2173,502,2574,2675,25292,35614,,41830,,25069,22324,23103,15175,0.455000013,2259,1277,982,2399,140,48,0,92,982,88,0,0,2259,141,0,0,45,1685,588,44,35,50,34,16,459,383,76,1097,7697,1445,635,866,831,925,2995,948,570
42101019800,14000US42101019800,"Census Tract 198, Philadelphia County, Pennsylvania","Census Tract 198, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13874,42,101,19800,5639,632,2024,3258,20,60,0,2711,192,1734,1198,533,665,141,524,536,217,319,1734,1198,533,665,536,429,652,730,559,344,311,624,0,7,0,804,48,1047,62,191,0,0,0,342,12,11,466,4244,2146,1261,277,272,288,3265,1402,1863,810,265,24,24,0,5335,1645,3690,448,29,419,4095,2144,0,2144,1741,403,1951,2144,27584,29825,,,,26154,89227,24910,11174,0.467999995,1734,1082,652,2118,384,43,51,290,652,25,36,0,1734,25,36,0,37.59999847,1198,495,90,100,38,11,27,267,200,67,703,5630,822,890,764,632,1083,1439,875,377
42101019900,14000US42101019900,"Census Tract 199, Philadelphia County, Pennsylvania","Census Tract 199, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13875,42,101,19900,4944,1088,1704,3148,0,8,0,2017,127,1407,1001,323,678,242,436,406,96,310,1407,1001,323,678,406,382,648,631,482,349,281,594,0,8,0,532,11,729,92,239,0,8,0,291,0,27,406,3524,1963,727,260,129,445,2631,1145,1486,394,70,21,21,21,4431,1246,3185,497,89,408,3437,1482,0,1482,1064,418,1955,1482,21425,18657,,,,20162,,22563,15627,0.490999997,1407,759,648,1663,256,16,0,240,648,63,15,0,1407,92,15,0,50,1001,405,60,9,78,56,22,258,236,22,596,4944,934,1175,271,1508,326,730,792,484
42101020000,14000US42101020000,"Census Tract 200, Philadelphia County, Pennsylvania","Census Tract 200, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13876,42,101,20000,1237,88,1024,23,0,102,0,9,14,550,263,76,187,53,134,287,91,196,550,263,76,187,287,261,360,161,90,122,83,468,0,35,0,9,0,9,38,283,0,35,0,9,0,33,9,1079,671,150,29,128,101,825,205,620,268,127,35,35,27,1183,249,934,154,31,123,1079,619,0,619,446,173,460,619,32232,28325,,46850,,,,,80222,0.398000002,550,190,360,741,191,37,39,115,360,0,0,0,550,0,0,0,26.89999962,263,95,9,0,0,0,0,86,39,47,168,1237,102,184,144,145,12,650,331,263
42101020100,14000US42101020100,"Census Tract 201, Philadelphia County, Pennsylvania","Census Tract 201, Philadelphia County, Pennsylvania",pa,140,0,ACSSF,13877,42,101,20100,6235,62,6128,85,0,0,0,45,0,2647,1197,252,945,130,815,1450,547,903,2647,1197,252,945,1450,1343,1632,601,459,403,334,2628,0,0,0,19,0,19,0,1632,0,0,0,0,0,0,0,5061,3027,571,259,619,585,4154,1342,2812,1174,182,26,26,14,6006,1683,4323,271,0,271,4947,2938,35,2903,2257,646,2009,2938,25178,25474,,,,,,,,0.453999996,2647,1015,1632,3416,769,340,61,368,1632,0,0,0,2647,6,0,0,35,1197,374,0,0,0,0,0,374,280,94,823,6235,801,614,642,1197,522,2459,1607,1135
